curve_date,contract_month,area,load_type,settlement_price,currency,unit,contract_type,source,source_note
2026-05-09,2026-11-01,Tokyo,Peakload,19.0006,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2026-12-01,Tokyo,Peakload,18.7729,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-01-01,Tokyo,Peakload,19.7846,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-02-01,Tokyo,Peakload,19.7394,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-03-01,Tokyo,Peakload,19.1429,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-04-01,Tokyo,Peakload,18.9781,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-05-01,Tokyo,Peakload,18.7306,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-06-01,Tokyo,Peakload,19.2766,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-07-01,Tokyo,Peakload,20.125,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-08-01,Tokyo,Peakload,20.1929,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-09-01,Tokyo,Peakload,19.8566,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-10-01,Tokyo,Peakload,18.988,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-11-01,Tokyo,Peakload,18.533,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-12-01,Tokyo,Peakload,18.6289,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2026-07-01,Kansai,Baseload,15.5844,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2026-08-01,Kansai,Baseload,15.789,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2026-09-01,Kansai,Baseload,15.478,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2026-10-01,Kansai,Baseload,14.9799,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2026-11-01,Kansai,Baseload,14.7605,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2026-12-01,Kansai,Baseload,14.5111,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-01-01,Kansai,Baseload,15.4452,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-02-01,Kansai,Baseload,15.0488,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-03-01,Kansai,Baseload,14.6411,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-04-01,Kansai,Baseload,14.4583,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-05-01,Kansai,Baseload,14.373,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-06-01,Kansai,Baseload,14.7773,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-07-01,Kansai,Baseload,14.798,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-08-01,Kansai,Baseload,15.3634,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-09-01,Kansai,Baseload,15.044,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-10-01,Kansai,Baseload,14.4516,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-11-01,Kansai,Baseload,14.3476,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-12-01,Kansai,Baseload,14.2678,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2026-07-01,Kansai,Peakload,18.1509,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2026-08-01,Kansai,Peakload,18.1934,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2026-09-01,Kansai,Peakload,18.0056,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2026-10-01,Kansai,Peakload,16.9976,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2026-11-01,Kansai,Peakload,16.7256,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2026-12-01,Kansai,Peakload,16.592,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-01-01,Kansai,Peakload,17.6668,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-02-01,Kansai,Peakload,17.3818,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-03-01,Kansai,Peakload,17.0623,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-04-01,Kansai,Peakload,16.3655,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-05-01,Kansai,Peakload,16.6848,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-06-01,Kansai,Peakload,16.9388,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-07-01,Kansai,Peakload,17.6505,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-08-01,Kansai,Peakload,18.2298,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-09-01,Kansai,Peakload,17.8197,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-10-01,Kansai,Peakload,16.9665,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-11-01,Kansai,Peakload,16.8432,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-05-09,2027-12-01,Kansai,Peakload,16.3339,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-07-01,Tokyo,Baseload,18.2096,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-08-01,Tokyo,Baseload,18.267,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-09-01,Tokyo,Baseload,17.9466,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-10-01,Tokyo,Baseload,17.5176,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-11-01,Tokyo,Baseload,16.7596,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-12-01,Tokyo,Baseload,16.7481,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-01-01,Tokyo,Baseload,17.4842,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-02-01,Tokyo,Baseload,17.8652,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-03-01,Tokyo,Baseload,17.0314,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-04-01,Tokyo,Baseload,16.9296,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-05-01,Tokyo,Baseload,16.6545,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-06-01,Tokyo,Baseload,17.4901,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-07-01,Tokyo,Baseload,17.5529,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-08-01,Tokyo,Baseload,17.9809,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-09-01,Tokyo,Baseload,18.0534,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-10-01,Tokyo,Baseload,17.1948,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-11-01,Tokyo,Baseload,16.6343,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-12-01,Tokyo,Baseload,16.7331,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-07-01,Tokyo,Peakload,20.8302,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-08-01,Tokyo,Peakload,21.2025,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-09-01,Tokyo,Peakload,20.6657,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-10-01,Tokyo,Peakload,19.8122,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-11-01,Tokyo,Peakload,19.3054,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-12-01,Tokyo,Peakload,19.1275,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-01-01,Tokyo,Peakload,20.3937,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-02-01,Tokyo,Peakload,20.2051,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-03-01,Tokyo,Peakload,19.6368,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-04-01,Tokyo,Peakload,19.2647,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-05-01,Tokyo,Peakload,19.3149,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-06-01,Tokyo,Peakload,19.7155,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-07-01,Tokyo,Peakload,20.6207,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-08-01,Tokyo,Peakload,20.9575,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-09-01,Tokyo,Peakload,20.6921,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-10-01,Tokyo,Peakload,19.6147,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-11-01,Tokyo,Peakload,19.4825,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-12-01,Tokyo,Peakload,18.9935,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-07-01,Kansai,Baseload,16.0444,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-08-01,Kansai,Baseload,16.3914,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-09-01,Kansai,Baseload,15.8764,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-10-01,Kansai,Baseload,15.4881,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
