date,market,region,asset_class,frequency,contract,price,currency,unit
2023-07-11,JKM,Japan/Korea,LNG,daily,spot,15.3441,USD,MMBtu
2023-07-12,JKM,Japan/Korea,LNG,daily,spot,15.4992,USD,MMBtu
2023-07-13,JKM,Japan/Korea,LNG,daily,spot,14.9415,USD,MMBtu
2023-07-14,JKM,Japan/Korea,LNG,daily,spot,13.4807,USD,MMBtu
2023-07-15,JKM,Japan/Korea,LNG,daily,spot,13.0334,USD,MMBtu
2023-07-16,JKM,Japan/Korea,LNG,daily,spot,12.8632,USD,MMBtu
2023-07-17,JKM,Japan/Korea,LNG,daily,spot,12.6331,USD,MMBtu
2023-07-18,JKM,Japan/Korea,LNG,daily,spot,13.408,USD,MMBtu
2023-07-19,JKM,Japan/Korea,LNG,daily,spot,13.1627,USD,MMBtu
2023-07-20,JKM,Japan/Korea,LNG,daily,spot,13.6267,USD,MMBtu
2023-07-21,JKM,Japan/Korea,LNG,daily,spot,13.657,USD,MMBtu
2023-07-22,JKM,Japan/Korea,LNG,daily,spot,13.6754,USD,MMBtu
2023-07-23,JKM,Japan/Korea,LNG,daily,spot,13.3183,USD,MMBtu
2023-07-24,JKM,Japan/Korea,LNG,daily,spot,13.335,USD,MMBtu
2023-07-25,JKM,Japan/Korea,LNG,daily,spot,13.0169,USD,MMBtu
2023-07-26,JKM,Japan/Korea,LNG,daily,spot,13.1471,USD,MMBtu
2023-07-27,JKM,Japan/Korea,LNG,daily,spot,13.0821,USD,MMBtu
2023-07-28,JKM,Japan/Korea,LNG,daily,spot,12.6825,USD,MMBtu
2023-07-29,JKM,Japan/Korea,LNG,daily,spot,13.2078,USD,MMBtu
2023-07-30,JKM,Japan/Korea,LNG,daily,spot,13.4548,USD,MMBtu
2023-07-31,JKM,Japan/Korea,LNG,daily,spot,13.2819,USD,MMBtu
2023-08-01,JKM,Japan/Korea,LNG,daily,spot,13.3934,USD,MMBtu
2023-08-02,JKM,Japan/Korea,LNG,daily,spot,13.3936,USD,MMBtu
2023-08-03,JKM,Japan/Korea,LNG,daily,spot,13.0216,USD,MMBtu
2023-08-04,JKM,Japan/Korea,LNG,daily,spot,13.1016,USD,MMBtu
2023-08-05,JKM,Japan/Korea,LNG,daily,spot,12.8514,USD,MMBtu
2023-08-06,JKM,Japan/Korea,LNG,daily,spot,12.4521,USD,MMBtu
2023-08-07,JKM,Japan/Korea,LNG,daily,spot,11.7387,USD,MMBtu
2023-08-08,JKM,Japan/Korea,LNG,daily,spot,11.639,USD,MMBtu
2023-08-09,JKM,Japan/Korea,LNG,daily,spot,11.9802,USD,MMBtu
2023-08-10,JKM,Japan/Korea,LNG,daily,spot,11.7154,USD,MMBtu
2023-08-11,JKM,Japan/Korea,LNG,daily,spot,12.9813,USD,MMBtu
2023-08-12,JKM,Japan/Korea,LNG,daily,spot,13.4454,USD,MMBtu
2023-08-13,JKM,Japan/Korea,LNG,daily,spot,14.0982,USD,MMBtu
2023-08-14,JKM,Japan/Korea,LNG,daily,spot,14.4958,USD,MMBtu
2023-08-15,JKM,Japan/Korea,LNG,daily,spot,15.3862,USD,MMBtu
2023-08-16,JKM,Japan/Korea,LNG,daily,spot,15.0063,USD,MMBtu
2023-08-17,JKM,Japan/Korea,LNG,daily,spot,13.7929,USD,MMBtu
2023-08-18,JKM,Japan/Korea,LNG,daily,spot,13.6059,USD,MMBtu
2023-08-19,JKM,Japan/Korea,LNG,daily,spot,13.8979,USD,MMBtu
2023-08-20,JKM,Japan/Korea,LNG,daily,spot,13.9907,USD,MMBtu
2023-08-21,JKM,Japan/Korea,LNG,daily,spot,14.1397,USD,MMBtu
2023-08-22,JKM,Japan/Korea,LNG,daily,spot,14.7795,USD,MMBtu
2023-08-23,JKM,Japan/Korea,LNG,daily,spot,14.9613,USD,MMBtu
2023-08-24,JKM,Japan/Korea,LNG,daily,spot,15.3357,USD,MMBtu
2023-08-25,JKM,Japan/Korea,LNG,daily,spot,14.8805,USD,MMBtu
2023-08-26,JKM,Japan/Korea,LNG,daily,spot,14.3607,USD,MMBtu
2023-08-27,JKM,Japan/Korea,LNG,daily,spot,15.1293,USD,MMBtu
2023-08-28,JKM,Japan/Korea,LNG,daily,spot,15.1676,USD,MMBtu
2023-08-29,JKM,Japan/Korea,LNG,daily,spot,14.8633,USD,MMBtu
2023-08-30,JKM,Japan/Korea,LNG,daily,spot,14.5656,USD,MMBtu
2023-08-31,JKM,Japan/Korea,LNG,daily,spot,14.2606,USD,MMBtu
2023-09-01,JKM,Japan/Korea,LNG,daily,spot,13.9333,USD,MMBtu
2023-09-02,JKM,Japan/Korea,LNG,daily,spot,13.3428,USD,MMBtu
2023-09-03,JKM,Japan/Korea,LNG,daily,spot,12.6624,USD,MMBtu
2023-09-04,JKM,Japan/Korea,LNG,daily,spot,12.6082,USD,MMBtu
2023-09-05,JKM,Japan/Korea,LNG,daily,spot,12.3681,USD,MMBtu
2023-09-06,JKM,Japan/Korea,LNG,daily,spot,12.9282,USD,MMBtu
2023-09-07,JKM,Japan/Korea,LNG,daily,spot,13.0947,USD,MMBtu
2023-09-08,JKM,Japan/Korea,LNG,daily,spot,13.244,USD,MMBtu
2023-09-09,JKM,Japan/Korea,LNG,daily,spot,12.9189,USD,MMBtu
2023-09-10,JKM,Japan/Korea,LNG,daily,spot,12.8902,USD,MMBtu
2023-09-11,JKM,Japan/Korea,LNG,daily,spot,13.0858,USD,MMBtu
2023-09-12,JKM,Japan/Korea,LNG,daily,spot,13.4415,USD,MMBtu
2023-09-13,JKM,Japan/Korea,LNG,daily,spot,13.4124,USD,MMBtu
2023-09-14,JKM,Japan/Korea,LNG,daily,spot,13.9273,USD,MMBtu
2023-09-15,JKM,Japan/Korea,LNG,daily,spot,13.9337,USD,MMBtu
2023-09-16,JKM,Japan/Korea,LNG,daily,spot,14.3023,USD,MMBtu
2023-09-17,JKM,Japan/Korea,LNG,daily,spot,14.0691,USD,MMBtu
2023-09-18,JKM,Japan/Korea,LNG,daily,spot,13.2298,USD,MMBtu
2023-09-19,JKM,Japan/Korea,LNG,daily,spot,13.368,USD,MMBtu
2023-09-20,JKM,Japan/Korea,LNG,daily,spot,13.7125,USD,MMBtu
2023-09-21,JKM,Japan/Korea,LNG,daily,spot,13.9796,USD,MMBtu
2023-09-22,JKM,Japan/Korea,LNG,daily,spot,14.1695,USD,MMBtu
2023-09-23,JKM,Japan/Korea,LNG,daily,spot,14.0009,USD,MMBtu
2023-09-24,JKM,Japan/Korea,LNG,daily,spot,13.6257,USD,MMBtu
2023-09-25,JKM,Japan/Korea,LNG,daily,spot,13.8791,USD,MMBtu
2023-09-26,JKM,Japan/Korea,LNG,daily,spot,14.0687,USD,MMBtu
2023-09-27,JKM,Japan/Korea,LNG,daily,spot,13.8033,USD,MMBtu
2023-09-28,JKM,Japan/Korea,LNG,daily,spot,14.303,USD,MMBtu
2023-09-29,JKM,Japan/Korea,LNG,daily,spot,13.8855,USD,MMBtu
2023-09-30,JKM,Japan/Korea,LNG,daily,spot,13.6125,USD,MMBtu
2023-10-01,JKM,Japan/Korea,LNG,daily,spot,14.35,USD,MMBtu
2023-10-02,JKM,Japan/Korea,LNG,daily,spot,14.7225,USD,MMBtu
2023-10-03,JKM,Japan/Korea,LNG,daily,spot,14.532,USD,MMBtu
2023-10-04,JKM,Japan/Korea,LNG,daily,spot,14.6358,USD,MMBtu
2023-10-05,JKM,Japan/Korea,LNG,daily,spot,14.6767,USD,MMBtu
2023-10-06,JKM,Japan/Korea,LNG,daily,spot,13.414,USD,MMBtu
2023-10-07,JKM,Japan/Korea,LNG,daily,spot,13.0042,USD,MMBtu
2023-10-08,JKM,Japan/Korea,LNG,daily,spot,12.9857,USD,MMBtu
2023-10-09,JKM,Japan/Korea,LNG,daily,spot,12.8304,USD,MMBtu
2023-10-10,JKM,Japan/Korea,LNG,daily,spot,12.947,USD,MMBtu
2023-10-11,JKM,Japan/Korea,LNG,daily,spot,13.4525,USD,MMBtu
2023-10-12,JKM,Japan/Korea,LNG,daily,spot,13.3011,USD,MMBtu
2023-10-13,JKM,Japan/Korea,LNG,daily,spot,12.8263,USD,MMBtu
2023-10-14,JKM,Japan/Korea,LNG,daily,spot,12.9734,USD,MMBtu
2023-10-15,JKM,Japan/Korea,LNG,daily,spot,12.8287,USD,MMBtu
2023-10-16,JKM,Japan/Korea,LNG,daily,spot,12.7617,USD,MMBtu
2023-10-17,JKM,Japan/Korea,LNG,daily,spot,12.636,USD,MMBtu
2023-10-18,JKM,Japan/Korea,LNG,daily,spot,13.6238,USD,MMBtu
2023-10-19,JKM,Japan/Korea,LNG,daily,spot,12.6249,USD,MMBtu
2023-10-20,JKM,Japan/Korea,LNG,daily,spot,12.4584,USD,MMBtu
2023-10-21,JKM,Japan/Korea,LNG,daily,spot,12.4628,USD,MMBtu
2023-10-22,JKM,Japan/Korea,LNG,daily,spot,12.1282,USD,MMBtu
2023-10-23,JKM,Japan/Korea,LNG,daily,spot,12.5307,USD,MMBtu
2023-10-24,JKM,Japan/Korea,LNG,daily,spot,12.8852,USD,MMBtu
2023-10-25,JKM,Japan/Korea,LNG,daily,spot,12.8581,USD,MMBtu
2023-10-26,JKM,Japan/Korea,LNG,daily,spot,12.7348,USD,MMBtu
2023-10-27,JKM,Japan/Korea,LNG,daily,spot,12.682,USD,MMBtu
2023-10-28,JKM,Japan/Korea,LNG,daily,spot,12.6329,USD,MMBtu
2023-10-29,JKM,Japan/Korea,LNG,daily,spot,12.6555,USD,MMBtu
2023-10-30,JKM,Japan/Korea,LNG,daily,spot,12.6359,USD,MMBtu
2023-10-31,JKM,Japan/Korea,LNG,daily,spot,12.8079,USD,MMBtu
2023-11-01,JKM,Japan/Korea,LNG,daily,spot,13.1955,USD,MMBtu
2023-11-02,JKM,Japan/Korea,LNG,daily,spot,12.7135,USD,MMBtu
2023-11-03,JKM,Japan/Korea,LNG,daily,spot,12.3173,USD,MMBtu
2023-11-04,JKM,Japan/Korea,LNG,daily,spot,11.6212,USD,MMBtu
2023-11-05,JKM,Japan/Korea,LNG,daily,spot,12.085,USD,MMBtu
2023-11-06,JKM,Japan/Korea,LNG,daily,spot,12.2709,USD,MMBtu
2023-11-07,JKM,Japan/Korea,LNG,daily,spot,12.5671,USD,MMBtu
2023-11-08,JKM,Japan/Korea,LNG,daily,spot,12.0016,USD,MMBtu
2023-11-09,JKM,Japan/Korea,LNG,daily,spot,12.8737,USD,MMBtu
2023-11-10,JKM,Japan/Korea,LNG,daily,spot,12.6662,USD,MMBtu
2023-11-11,JKM,Japan/Korea,LNG,daily,spot,12.8094,USD,MMBtu
2023-11-12,JKM,Japan/Korea,LNG,daily,spot,13.2583,USD,MMBtu
2023-11-13,JKM,Japan/Korea,LNG,daily,spot,12.8734,USD,MMBtu
2023-11-14,JKM,Japan/Korea,LNG,daily,spot,12.6929,USD,MMBtu
2023-11-15,JKM,Japan/Korea,LNG,daily,spot,12.8432,USD,MMBtu
2023-11-16,JKM,Japan/Korea,LNG,daily,spot,14.2048,USD,MMBtu
2023-11-17,JKM,Japan/Korea,LNG,daily,spot,14.3852,USD,MMBtu
2023-11-18,JKM,Japan/Korea,LNG,daily,spot,15.1575,USD,MMBtu
2023-11-19,JKM,Japan/Korea,LNG,daily,spot,15.7356,USD,MMBtu
2023-11-20,JKM,Japan/Korea,LNG,daily,spot,15.9218,USD,MMBtu
2023-11-21,JKM,Japan/Korea,LNG,daily,spot,15.4827,USD,MMBtu
2023-11-22,JKM,Japan/Korea,LNG,daily,spot,15.9928,USD,MMBtu
2023-11-23,JKM,Japan/Korea,LNG,daily,spot,15.3162,USD,MMBtu
2023-11-24,JKM,Japan/Korea,LNG,daily,spot,16.082,USD,MMBtu
2023-11-25,JKM,Japan/Korea,LNG,daily,spot,16.1874,USD,MMBtu
2023-11-26,JKM,Japan/Korea,LNG,daily,spot,14.9683,USD,MMBtu
2023-11-27,JKM,Japan/Korea,LNG,daily,spot,14.8427,USD,MMBtu
2023-11-28,JKM,Japan/Korea,LNG,daily,spot,15.1829,USD,MMBtu
2023-11-29,JKM,Japan/Korea,LNG,daily,spot,15.1015,USD,MMBtu
2023-11-30,JKM,Japan/Korea,LNG,daily,spot,15.4673,USD,MMBtu
2023-12-01,JKM,Japan/Korea,LNG,daily,spot,15.0929,USD,MMBtu
2023-12-02,JKM,Japan/Korea,LNG,daily,spot,14.5101,USD,MMBtu
2023-12-03,JKM,Japan/Korea,LNG,daily,spot,14.5183,USD,MMBtu
2023-12-04,JKM,Japan/Korea,LNG,daily,spot,14.5751,USD,MMBtu
2023-12-05,JKM,Japan/Korea,LNG,daily,spot,14.4511,USD,MMBtu
2023-12-06,JKM,Japan/Korea,LNG,daily,spot,15.0761,USD,MMBtu
2023-12-07,JKM,Japan/Korea,LNG,daily,spot,14.7042,USD,MMBtu
2023-12-08,JKM,Japan/Korea,LNG,daily,spot,14.8919,USD,MMBtu
2023-12-09,JKM,Japan/Korea,LNG,daily,spot,14.9596,USD,MMBtu
2023-12-10,JKM,Japan/Korea,LNG,daily,spot,14.2502,USD,MMBtu
2023-12-11,JKM,Japan/Korea,LNG,daily,spot,13.6662,USD,MMBtu
2023-12-12,JKM,Japan/Korea,LNG,daily,spot,13.7295,USD,MMBtu
2023-12-13,JKM,Japan/Korea,LNG,daily,spot,14.7369,USD,MMBtu
2023-12-14,JKM,Japan/Korea,LNG,daily,spot,15.0533,USD,MMBtu
2023-12-15,JKM,Japan/Korea,LNG,daily,spot,14.2543,USD,MMBtu
2023-12-16,JKM,Japan/Korea,LNG,daily,spot,12.8008,USD,MMBtu
2023-12-17,JKM,Japan/Korea,LNG,daily,spot,13.2283,USD,MMBtu
2023-12-18,JKM,Japan/Korea,LNG,daily,spot,13.2472,USD,MMBtu
2023-12-19,JKM,Japan/Korea,LNG,daily,spot,13.8651,USD,MMBtu
2023-12-20,JKM,Japan/Korea,LNG,daily,spot,13.4912,USD,MMBtu
2023-12-21,JKM,Japan/Korea,LNG,daily,spot,13.7215,USD,MMBtu
2023-12-22,JKM,Japan/Korea,LNG,daily,spot,14.1889,USD,MMBtu
2023-12-23,JKM,Japan/Korea,LNG,daily,spot,14.0178,USD,MMBtu
2023-12-24,JKM,Japan/Korea,LNG,daily,spot,13.8598,USD,MMBtu
2023-12-25,JKM,Japan/Korea,LNG,daily,spot,13.9248,USD,MMBtu
2023-12-26,JKM,Japan/Korea,LNG,daily,spot,14.2411,USD,MMBtu
2023-12-27,JKM,Japan/Korea,LNG,daily,spot,14.279,USD,MMBtu
2023-12-28,JKM,Japan/Korea,LNG,daily,spot,14.7999,USD,MMBtu
2023-12-29,JKM,Japan/Korea,LNG,daily,spot,14.6072,USD,MMBtu
2023-12-30,JKM,Japan/Korea,LNG,daily,spot,13.9924,USD,MMBtu
2023-12-31,JKM,Japan/Korea,LNG,daily,spot,15.0119,USD,MMBtu
2024-01-01,JKM,Japan/Korea,LNG,daily,spot,14.7433,USD,MMBtu
2024-01-02,JKM,Japan/Korea,LNG,daily,spot,14.497,USD,MMBtu
2024-01-03,JKM,Japan/Korea,LNG,daily,spot,14.5023,USD,MMBtu
2024-01-04,JKM,Japan/Korea,LNG,daily,spot,14.5727,USD,MMBtu
2024-01-05,JKM,Japan/Korea,LNG,daily,spot,14.4175,USD,MMBtu
2024-01-06,JKM,Japan/Korea,LNG,daily,spot,14.4469,USD,MMBtu
2024-01-07,JKM,Japan/Korea,LNG,daily,spot,14.4644,USD,MMBtu
2024-01-08,JKM,Japan/Korea,LNG,daily,spot,14.587,USD,MMBtu
2024-01-09,JKM,Japan/Korea,LNG,daily,spot,13.4552,USD,MMBtu
2024-01-10,JKM,Japan/Korea,LNG,daily,spot,14.4403,USD,MMBtu
2024-01-11,JKM,Japan/Korea,LNG,daily,spot,14.4027,USD,MMBtu
2024-01-12,JKM,Japan/Korea,LNG,daily,spot,14.7255,USD,MMBtu
2024-01-13,JKM,Japan/Korea,LNG,daily,spot,14.0719,USD,MMBtu
2024-01-14,JKM,Japan/Korea,LNG,daily,spot,13.8796,USD,MMBtu
2024-01-15,JKM,Japan/Korea,LNG,daily,spot,13.5908,USD,MMBtu
2024-01-16,JKM,Japan/Korea,LNG,daily,spot,14.3683,USD,MMBtu
2024-01-17,JKM,Japan/Korea,LNG,daily,spot,14.1115,USD,MMBtu
2024-01-18,JKM,Japan/Korea,LNG,daily,spot,14.525,USD,MMBtu
2024-01-19,JKM,Japan/Korea,LNG,daily,spot,14.2317,USD,MMBtu
2024-01-20,JKM,Japan/Korea,LNG,daily,spot,14.0417,USD,MMBtu
2024-01-21,JKM,Japan/Korea,LNG,daily,spot,13.9575,USD,MMBtu
2024-01-22,JKM,Japan/Korea,LNG,daily,spot,14.6322,USD,MMBtu
2024-01-23,JKM,Japan/Korea,LNG,daily,spot,13.72,USD,MMBtu
2024-01-24,JKM,Japan/Korea,LNG,daily,spot,13.1102,USD,MMBtu
2024-01-25,JKM,Japan/Korea,LNG,daily,spot,12.1992,USD,MMBtu
2024-01-26,JKM,Japan/Korea,LNG,daily,spot,11.7321,USD,MMBtu
2024-01-27,JKM,Japan/Korea,LNG,daily,spot,11.4105,USD,MMBtu
2024-01-28,JKM,Japan/Korea,LNG,daily,spot,10.6977,USD,MMBtu
2024-01-29,JKM,Japan/Korea,LNG,daily,spot,10.4346,USD,MMBtu
2024-01-30,JKM,Japan/Korea,LNG,daily,spot,9.5431,USD,MMBtu
2024-01-31,JKM,Japan/Korea,LNG,daily,spot,9.1624,USD,MMBtu
2024-02-01,JKM,Japan/Korea,LNG,daily,spot,9.8851,USD,MMBtu
2024-02-02,JKM,Japan/Korea,LNG,daily,spot,10.1986,USD,MMBtu
2024-02-03,JKM,Japan/Korea,LNG,daily,spot,10.3983,USD,MMBtu
2024-02-04,JKM,Japan/Korea,LNG,daily,spot,10.0062,USD,MMBtu
2024-02-05,JKM,Japan/Korea,LNG,daily,spot,9.3591,USD,MMBtu
2024-02-06,JKM,Japan/Korea,LNG,daily,spot,8.9208,USD,MMBtu
2024-02-07,JKM,Japan/Korea,LNG,daily,spot,9.0305,USD,MMBtu
2024-02-08,JKM,Japan/Korea,LNG,daily,spot,9.5854,USD,MMBtu
2024-02-09,JKM,Japan/Korea,LNG,daily,spot,10.1444,USD,MMBtu
2024-02-10,JKM,Japan/Korea,LNG,daily,spot,10.5574,USD,MMBtu
2024-02-11,JKM,Japan/Korea,LNG,daily,spot,10.2899,USD,MMBtu
2024-02-12,JKM,Japan/Korea,LNG,daily,spot,10.4008,USD,MMBtu
2024-02-13,JKM,Japan/Korea,LNG,daily,spot,10.3394,USD,MMBtu
2024-02-14,JKM,Japan/Korea,LNG,daily,spot,10.3375,USD,MMBtu
2024-02-15,JKM,Japan/Korea,LNG,daily,spot,11.4275,USD,MMBtu
2024-02-16,JKM,Japan/Korea,LNG,daily,spot,10.6401,USD,MMBtu
2024-02-17,JKM,Japan/Korea,LNG,daily,spot,10.6134,USD,MMBtu
2024-02-18,JKM,Japan/Korea,LNG,daily,spot,11.2901,USD,MMBtu
2024-02-19,JKM,Japan/Korea,LNG,daily,spot,10.6501,USD,MMBtu
2024-02-20,JKM,Japan/Korea,LNG,daily,spot,10.4226,USD,MMBtu
2024-02-21,JKM,Japan/Korea,LNG,daily,spot,10.2552,USD,MMBtu
2024-02-22,JKM,Japan/Korea,LNG,daily,spot,10.2387,USD,MMBtu
2024-02-23,JKM,Japan/Korea,LNG,daily,spot,9.5589,USD,MMBtu
2024-02-24,JKM,Japan/Korea,LNG,daily,spot,9.9507,USD,MMBtu
2024-02-25,JKM,Japan/Korea,LNG,daily,spot,10.367,USD,MMBtu
2024-02-26,JKM,Japan/Korea,LNG,daily,spot,10.697,USD,MMBtu
2024-02-27,JKM,Japan/Korea,LNG,daily,spot,10.3568,USD,MMBtu
2024-02-28,JKM,Japan/Korea,LNG,daily,spot,10.4822,USD,MMBtu
2024-02-29,JKM,Japan/Korea,LNG,daily,spot,10.1323,USD,MMBtu
2024-03-01,JKM,Japan/Korea,LNG,daily,spot,10.0605,USD,MMBtu
2024-03-02,JKM,Japan/Korea,LNG,daily,spot,11.1746,USD,MMBtu
2024-03-03,JKM,Japan/Korea,LNG,daily,spot,11.2826,USD,MMBtu
2024-03-04,JKM,Japan/Korea,LNG,daily,spot,10.7777,USD,MMBtu
2024-03-05,JKM,Japan/Korea,LNG,daily,spot,10.9323,USD,MMBtu
2024-03-06,JKM,Japan/Korea,LNG,daily,spot,10.3575,USD,MMBtu
2024-03-07,JKM,Japan/Korea,LNG,daily,spot,9.8677,USD,MMBtu
2024-03-08,JKM,Japan/Korea,LNG,daily,spot,9.4632,USD,MMBtu
2024-03-09,JKM,Japan/Korea,LNG,daily,spot,9.3483,USD,MMBtu
2024-03-10,JKM,Japan/Korea,LNG,daily,spot,9.8837,USD,MMBtu
2024-03-11,JKM,Japan/Korea,LNG,daily,spot,10.2374,USD,MMBtu
2024-03-12,JKM,Japan/Korea,LNG,daily,spot,10.5558,USD,MMBtu
2024-03-13,JKM,Japan/Korea,LNG,daily,spot,10.1094,USD,MMBtu
2024-03-14,JKM,Japan/Korea,LNG,daily,spot,9.9324,USD,MMBtu
2024-03-15,JKM,Japan/Korea,LNG,daily,spot,10.1365,USD,MMBtu
